group,1,2,3,4
het_black_female,3.31662479,13.601470509,18.384776311,26.870057685
het_black_male,2.828427125,11.090536506,17.291616466,25.475478406
het_hisp_female,4.472135955,14.560219779,18.894443628,27.568097504
het_hisp_male,3.16227766,9.643650761,15.779733838,24.535688293000003
het_white_female,4.472135955,14.352700094000001,19.0,27.258026341
het_white_male,3.31662479,11.489125292999999,17.804493815,26.076809621
idu_black_female,3.0,13.564659965999999,17.972200756,26.400757565
idu_black_male,3.464101615,13.152946437999999,17.972200756,26.305892875999998
idu_hisp_female,4.69041576,14.422205102000001,18.841443680999998,27.349588662
idu_hisp_male,4.582575695,13.638181697,18.384776311,25.61249695
idu_white_female,4.69041576,14.422205102000001,18.841443680999998,27.349588662
idu_white_male,4.472135955,14.247806849000002,18.973665961,26.795522014
msm_black_male,3.31662479,13.711309200999999,19.052558883,26.851443164000003
msm_hisp_male,4.472135955,13.820274960999999,18.734993995,26.381811916999997
msm_white_male,5.099019514,14.832396974000002,19.62141687,27.748873851
