group,param,h1yy,pred
idu_hisp_male,lambda1,2012,0.23916817990049588
idu_hisp_male,lambda1,2013,0.23985722372296459
idu_hisp_male,lambda1,2014,0.2405462675454335
idu_hisp_male,lambda1,2015,0.24123531136790222
idu_hisp_male,lambda1,2016,0.24192435519037114
idu_hisp_male,lambda1,2017,0.24261339901283985
idu_hisp_male,lambda1,2018,0.24330244283530855
idu_hisp_male,lambda1,2019,0.24399148665777748
idu_hisp_male,lambda1,2020,0.24468053048024618
idu_hisp_male,lambda1,2021,0.2453695743027151
idu_hisp_male,lambda1,2022,0.24605861812518381
idu_hisp_male,lambda1,2023,0.24674766194765274
idu_hisp_male,lambda1,2024,0.24743670577012145
idu_hisp_male,lambda1,2025,0.24812574959259015
idu_hisp_male,lambda1,2026,0.24881479341505908
idu_hisp_male,lambda1,2027,0.24950383723752778
idu_hisp_male,lambda1,2028,0.2501928810599967
idu_hisp_male,lambda1,2029,0.2508819248824654
idu_hisp_male,lambda1,2030,0.2515709687049341
idu_hisp_male,lambda2,2009,0.7628989515669111
idu_hisp_male,lambda2,2010,0.7622099077444422
idu_hisp_male,lambda2,2011,0.7615208639219735
idu_hisp_male,lambda2,2012,0.7608318200995046
idu_hisp_male,lambda2,2013,0.7601427762770356
idu_hisp_male,lambda2,2014,0.7594537324545667
idu_hisp_male,lambda2,2015,0.7587646886320978
idu_hisp_male,lambda2,2016,0.7580756448096289
idu_hisp_male,lambda2,2017,0.7573866009871599
idu_hisp_male,lambda2,2018,0.7566975571646912
idu_hisp_male,lambda2,2019,0.7560085133422223
idu_hisp_male,lambda2,2020,0.7553194695197534
idu_hisp_male,lambda2,2021,0.7546304256972844
idu_hisp_male,lambda2,2022,0.7539413818748155
idu_hisp_male,lambda2,2023,0.7532523380523466
idu_hisp_male,lambda2,2024,0.7525632942298777
idu_hisp_male,lambda2,2025,0.751874250407409
idu_hisp_male,lambda2,2026,0.75118520658494
idu_hisp_male,lambda2,2027,0.7504961627624711
idu_hisp_male,lambda2,2028,0.7498071189400022
idu_hisp_male,lambda2,2029,0.7491180751175333
idu_hisp_male,lambda2,2030,0.7484290312950643
idu_hisp_male,mu1,2009,30.967851263388184
