group,model,year,pred.fit,lower,upper
het_black_female,Poisson,2006,5675.4431660960545,5447.997511116994,5902.888821075115
het_black_female,Poisson,2007,5484.656030215611,5289.300212101209,5680.011848330014
het_black_female,Poisson,2008,5300.282443048845,5134.826275044809,5465.738611052881
het_black_female,Poisson,2009,5122.106805116792,4984.343278479668,5259.870331753917
het_black_female,Poisson,2010,4949.920764586997,4837.540894450116,5062.300634723879
het_black_female,Poisson,2011,4783.52297363523,4693.950477666154,4873.095469604306
het_black_female,Poisson,2012,4622.718852996677,4552.770495114006,4692.667210879348
het_black_female,Poisson,2013,4467.320364432467,4412.530067140047,4522.110661724886
het_black_female,Poisson,2014,4317.145790844635,4270.845380874319,4363.44620081495
het_black_female,Poisson,2015,4172.019523783428,4125.795748915666,4218.243298651189
het_black_female,Poisson,2016,4031.7718580972387,3978.646559836464,4084.8971563580135
het_black_female,Poisson,2017,3896.238793485677,3832.4986644866985,3959.9789224846554
het_black_female,Poisson,2018,3765.2618427241855,3689.5088086861742,3841.0148767621968
het_black_female,Poisson,2019,3638.6878463349112,3550.6760882526055,3726.699604417217
het_black_female,Poisson,2020,3516.3687934876702,3416.386283874249,3616.3513031010916
het_black_female,Poisson,2021,3398.161648922014,3286.744950929492,3509.5783469145363
het_black_female,Poisson,2022,3283.928185687009,3161.728347839426,3406.1280235345916
het_black_female,Poisson,2023,3173.5348235039814,3041.250763093339,3305.8188839146237
het_black_female,Poisson,2024,3066.8524725626266,2925.196060635982,3208.508884489271
het_black_female,Poisson,2025,2963.756382568555,2813.4333657737175,3114.079399363393
het_black_female,Poisson,2026,2864.125996864885,2705.8253020849766,3022.4266916447937
het_black_female,Poisson,2027,2767.844811457747,2602.23251679672,2933.4571061187735
het_black_female,Poisson,2028,2674.8002387811766,2502.516254319261,2847.0842232430923
het_black_female,Poisson,2029,2584.8834760413224,2406.5398534373344,2763.2270986453104
het_black_female,Poisson,2030,2497.989377986661,2314.1696260858944,2681.809129887428
het_black_male,Poisson,2006,3057.1507495010865,2881.719615292738,3232.581883709435
het_black_male,Poisson,2007,2914.778001596913,2766.256999430342,3063.2990037634836
het_black_male,Poisson,2008,2779.0356101935477,2655.0742793476134,2902.996941039482
het_black_male,Poisson,2009,2649.614796904776,2547.9274118702606,2751.3021819392916
het_black_male,Poisson,2010,2526.221163278974,2444.5199221553785,2607.9224044025696
het_black_male,Poisson,2011,2408.5740211194316,2344.444971124834,2472.703071114029
het_black_male,Poisson,2012,2296.4057539924866,2247.0607637709604,2345.7507442140127
het_black_male,Poisson,2013,2189.461208470115,2151.2597487005646,2227.662668239665
het_black_male,Poisson,2014,2087.4971137226266,2055.360452037697,2119.633775407556
