group,model,year,pred.fit,lower,upper
het_black_female,Poisson,2006,5149.689147450843,4787.586021580175,5511.792273321511
het_black_female,Poisson,2007,5024.627782871413,4707.534390477033,5341.721175265792
het_black_female,Poisson,2008,4902.603561789865,4628.380342988613,5176.826780591117
het_black_female,Poisson,2009,4783.542726490144,4550.059705350091,5017.025747630197
het_black_female,Poisson,2010,4667.373310478889,4472.467105579353,4862.279515378425
het_black_female,Poisson,2011,4554.02509498533,4395.41642835796,4712.633761612699
het_black_female,Poisson,2012,4443.42956651738,4318.54750571808,4568.311627316681
het_black_female,Poisson,2013,4335.519875448683,4241.081822569914,4429.957928327452
het_black_female,Poisson,2014,4230.230795611068,4161.137691405778,4299.323899816358
het_black_female,Poisson,2015,4127.498684868602,4074.1943639156257,4180.803005821578
het_black_female,Poisson,2016,4027.2614466490895,3974.061442481116,4080.461450817063
het_black_female,Poisson,2017,3929.4584924095357,3862.549776895502,3996.3672079235694
het_black_female,Poisson,2018,3834.0307050134315,3747.185348901392,3920.876061125471
het_black_female,Poisson,2019,3740.92040299726,3632.2449706441184,3849.595835350402
het_black_female,Poisson,2020,3650.0713057049597,3519.3553339466907,3780.7872774632287
het_black_female,Poisson,2021,3561.428499268838,3409.127330019333,3713.7296685183433
het_black_female,Poisson,2022,3474.9384034169157,3301.79195782611,3648.0848490077215
het_black_female,Poisson,2023,3390.5487390862,3197.4229954906523,3583.6744826817476
het_black_female,Poisson,2024,3308.208496822629,3096.0223155000986,3520.3946781451596
het_black_female,Poisson,2025,3227.8679059481874,2997.556285213831,3458.179526682544
het_black_female,Poisson,2026,3149.478404477045,2901.9728290368575,3396.9839799172323
het_black_female,Poisson,2027,3072.9926097621483,2809.2100703486576,3336.775149175639
het_black_female,Poisson,2028,2998.364289854801,2719.200992905787,3277.5275868038148
het_black_female,Poisson,2029,2925.5483355595616,2631.876086155591,3219.220584963532
het_black_female,Poisson,2030,2854.5007331680135,2547.1649084957708,3161.8365578402563
het_black_male,Poisson,2006,2843.735821187114,2554.9262900467033,3132.545352327525
het_black_male,Poisson,2007,2731.019763773646,2482.220644648869,2979.818882898423
het_black_male,Poisson,2008,2622.771389154158,2411.133177376584,2834.409600931732
het_black_male,Poisson,2009,2518.8136135127866,2341.5989937699774,2696.0282332555958
het_black_male,Poisson,2010,2418.976372036532,2273.523542646939,2564.4292014261255
het_black_male,Poisson,2011,2323.096340705641,2206.754686154831,2439.4379952564514
het_black_male,Poisson,2012,2231.0166691112927,2141.0165000304482,2321.016838192137
het_black_male,Poisson,2013,2142.586723863815,2075.7356376268426,2209.437810100788
het_black_male,Poisson,2014,2057.6618421708486,2009.5580176229928,2105.7656667187043
het_black_male,Poisson,2015,1976.1030951833268,1939.3241248994027,2012.8820654672509
het_black_male,Poisson,2016,1897.7770607211546,1861.1182748955196,1934.4358465467897
het_black_male,Poisson,2017,1822.5556050077198,1776.928843679155,1868.1823663362845
het_black_male,Poisson,2018,1750.3156730552746,1692.0752452497245,1808.5561008608247
het_black_male,Poisson,2019,1680.9390873591274,1609.336558995159,1752.5416157230957
het_black_male,Poisson,2020,1614.3123545706524,1529.677918336746,1698.9467908045588
het_black_male,Poisson,2021,1550.3264798331397,1453.388656187403,1647.2643034788764
het_black_male,Poisson,2022,1488.8767884769702,1380.5099559646662,1597.2436209892742
het_black_male,Poisson,2023,1429.8627547818523,1310.9836917777463,1548.7418177859583
het_black_male,Poisson,2024,1373.187837526692,1244.7093372732884,1501.6663377800955
het_black_male,Poisson,2025,1318.7593220573747,1181.5681363329306,1455.9505077818187
het_black_male,Poisson,2026,1266.488168614748,1121.4343128697428,1411.5420243597532
het_black_male,Poisson,2027,1216.2888666741703,1064.1806318560145,1368.397101492326
het_black_male,Poisson,2028,1168.0792950585562,1009.6812909133582,1326.4772992037542
het_black_male,Poisson,2029,1121.7805875962376,957.8134631470534,1285.7477120454218
het_black_male,Poisson,2030,1077.3170041034405,908.4581200758689,1246.175888131012
het_hisp_female,Poisson,2006,1043.6030020281369,895.8759341854743,1191.3300698707994
het_hisp_female,Poisson,2007,1041.0024110073298,908.6524888455256,1173.352333169134
het_hisp_female,Poisson,2008,1038.4083004907422,921.2905503991375,1155.526050582347
het_hisp_female,Poisson,2009,1035.8206543293775,933.7607126412383,1137.8805960175166
het_hisp_female,Poisson,2010,1033.23945641448,946.0138029486831,1120.465109880277
het_hisp_female,Poisson,2011,1030.664690677439,957.9618261508472,1103.3675552040309
het_hisp_female,Poisson,2012,1028.096341089685,969.4331696572299,1086.75951252214
het_hisp_female,Poisson,2013,1025.5343916625889,980.0555190224363,1071.0132643027414
het_hisp_female,Poisson,2014,1022.9788264473646,988.9246699681023,1057.0329829266268
het_hisp_female,Poisson,2015,1020.4296295349709,993.8099445522535,1047.0493145176883
het_hisp_female,Poisson,2016,1017.8867850560108,991.2723433490155,1044.5012267630061
het_hisp_female,Poisson,2017,1015.3502771806313,981.406944617781,1049.2936097434817
het_hisp_female,Poisson,2018,1012.8200901184262,967.7264123746814,1057.9137678621707
het_hisp_female,Poisson,2019,1010.2962081183396,952.4547648437873,1068.1376513928917
het_hisp_female,Poisson,2020,1007.7786154685664,936.4888695400865,1079.0683613970461
het_hisp_female,Poisson,2021,1005.2672964964527,920.1979698690164,1090.336623123889
het_hisp_female,Poisson,2022,1002.7622355683993,903.7523929102139,1101.7720782265847
het_hisp_female,Poisson,2023,1000.2634170897672,887.2395409860587,1113.2872931934758
het_hisp_female,Poisson,2024,997.7708255047781,870.7082842118883,1124.833366797668
het_hisp_female,Poisson,2025,995.2844452964159,854.1878598709887,1136.381030721843
het_hisp_female,Poisson,2026,992.8042609863317,837.6967212475963,1147.911800725067
het_hisp_female,Poisson,2027,990.3302571347496,821.2470237675259,1159.4134905019732
