group,model,year,pred.fit,lower,upper
het_black_female,Poisson,2006,5310.328094584842,4789.757604711103,5830.89858445858
het_black_female,Poisson,2007,5166.408804853138,4709.809115632203,5623.008494074072
het_black_female,Poisson,2008,5026.3899825855815,4630.542471893124,5422.237493278039
het_black_female,Poisson,2009,4890.165918210703,4551.928816101638,5228.403020319768
het_black_female,Poisson,2010,4757.63376707361,4473.909542966709,5041.357991180512
het_black_female,Poisson,2011,4628.693471791472,4396.370123525142,4861.016820057802
het_black_female,Poisson,2012,4503.247686713619,4319.079252188469,4687.41612123877
het_black_female,Poisson,2013,4381.201704428897,4241.52868021421,4520.874728643584
het_black_female,Poisson,2014,4262.4633842645135,4162.44456718463,4362.482201344397
het_black_female,Poisson,2015,4146.943082723013,4078.129557984179,4215.756607461846
het_black_female,Poisson,2016,4034.553585804346,3978.856480036899,4090.2506915717927
het_black_female,Poisson,2017,3925.210043162306,3857.6460898126156,3992.7739965119968
het_black_female,Poisson,2018,3818.8299040451516,3725.8775072032545,3911.7823008870487
het_black_female,Poisson,2019,3715.332854972616,3593.28426309448,3837.381446850752
het_black_female,Poisson,2020,3614.64075910197,3463.1593753934,3766.1221428105405
het_black_female,Poisson,2021,3516.67759723713,3336.5401814809316,3696.8150129933288
het_black_female,Poisson,2022,3421.369410436794,3213.7634444306896,3628.975376442899
het_black_female,Poisson,2023,3328.6442441778413,3094.914235980309,3562.3742523753735
het_black_female,Poisson,2024,3238.432094032145,2979.97385207969,3496.8903359846
het_black_female,Poisson,2025,3150.6648528154046,2868.8764482357724,3432.453257395037
het_black_female,Poisson,2026,3065.276259168555,2761.5335513625455,3369.0189669745646
het_black_female,Poisson,2027,2982.201847532699,2657.845734865114,3306.557960200284
het_black_female,Poisson,2028,2901.378899479612,2557.708609375959,3245.0491895832647
het_black_female,Poisson,2029,2822.7463963614764,2461.0160785972066,3184.476714125746
het_black_female,Poisson,2030,2746.2449732438845,2367.662187018497,3124.8277594692718
het_black_male,Poisson,2006,3193.2285422075915,2740.313862179325,3646.143222235858
