group,proportion
het_black_male,0.172759857
het_hisp_male,0.161904762
het_white_male,0.104477612
idu_black_male,0.196347032
idu_hisp_male,0.196347032
idu_white_male,0.091623037
msm_black_male,0.1079099
msm_hisp_male,0.101176471
msm_white_male,0.073913983
het_black_female,0.139841689
het_hisp_female,0.098654709
het_white_female,0.078369906
idu_black_female,0.139841689
idu_hisp_female,0.098654709
idu_white_female,0.078369906
