group,proportion
het_black_male,0.10335689
het_hisp_male,0.102625298
het_white_male,0.071428571
idu_black_male,0.10335689
idu_hisp_male,0.102625298
idu_white_male,0.040096038
msm_black_male,0.039756447
msm_hisp_male,0.037758112
msm_white_male,0.040096038
het_black_female,0.102222222
het_hisp_female,0.124324324
het_white_female,0.06345733
idu_black_female,0.102222222
idu_hisp_female,0.124324324
idu_white_female,0.06345733
