group,1,2,3,4
het_black_female,3.16227766016838,13.6381816969859,18.8414436814168,27.7704858333382
het_black_male,2.82842712474619,11.3578166916005,17.8339553300952,26.4575131106459
het_hisp_female,4.20080341559372,14.247806848775,19.5792887487875,28.1466497617916
het_hisp_male,3.0,8.83176086632785,15.5884572681199,24.0208242989286
het_white_female,4.68502375658005,14.5137772412834,19.1833260932509,27.7218048431451
het_white_male,3.3166247903554,10.885698155926,17.7693514632981,26.0624237363957
idu_black_female,3.41774906014341,13.6633849198784,18.3030052177231,28.1238217969431
idu_black_male,3.60555127546399,13.4536240470737,18.0831413200251,26.0576284415908
idu_hisp_female,3.63277249772598,14.4428323604965,18.5418021761668,27.2125875802731
idu_hisp_male,4.21742295278687,13.5277492584687,18.8732585368288,26.1684001088826
idu_white_female,3.63277249772598,14.4428323604965,18.5418021761668,27.2125875802731
idu_white_male,4.67963175333667,14.6628782986152,19.4164878389476,27.8388218141501
msm_black_male,3.46410161513775,14.8660687473185,19.9749843554382,28.0035702904488
msm_hisp_male,4.58257569495584,14.9331845230681,19.6214168703486,27.1237845975925
msm_white_male,5.18643913179525,15.6204993518133,20.3715487874634,28.6373876702763
