group,1,2,3,4
het_black_female,3.7416573868,13.564659965999999,18.574175621,26.664583251999996
het_black_male,3.7416573868,13.564659965999999,18.574175621,26.664583251999996
het_hisp_female,3.7416573868,13.564659965999999,18.574175621,26.664583251999996
het_hisp_male,3.7416573868,13.564659965999999,18.574175621,26.664583251999996
het_white_female,3.7416573868,13.564659965999999,18.574175621,26.664583251999996
het_white_male,3.7416573868,13.564659965999999,18.574175621,26.664583251999996
idu_black_female,3.7416573868,13.564659965999999,18.574175621,26.664583251999996
idu_black_male,3.7416573868,13.564659965999999,18.574175621,26.664583251999996
idu_hisp_female,3.7416573868,13.564659965999999,18.574175621,26.664583251999996
idu_hisp_male,3.7416573868,13.564659965999999,18.574175621,26.664583251999996
idu_white_female,3.7416573868,13.564659965999999,18.574175621,26.664583251999996
idu_white_male,3.7416573868,13.564659965999999,18.574175621,26.664583251999996
msm_black_male,3.7416573868,13.564659965999999,18.574175621,26.664583251999996
msm_hisp_male,3.7416573868,13.564659965999999,18.574175621,26.664583251999996
msm_white_male,3.7416573868,13.564659965999999,18.574175621,26.664583251999996
