group,1,2,3,4
het_black_female,3.3166247904,13.527749258,18.275666882,26.514147166999997
het_black_male,3.1622776602,12.727922061,18.138357147,26.115129714000002
het_hisp_female,4.582575695,14.38749457,18.841443680999998,27.349588662
het_hisp_male,4.0,12.845232579000001,18.0,25.806975801
het_white_female,4.582575695,14.38749457,18.841443680999998,27.349588662
het_white_male,4.6904157598000005,14.38749457,19.261360284000002,27.239676944
idu_black_female,3.3166247904,13.527749258,18.275666882,26.514147166999997
idu_black_male,3.1622776602,12.727922061,18.138357147,26.115129714000002
idu_hisp_female,4.582575695,14.38749457,18.841443680999998,27.349588662
idu_hisp_male,4.0,12.845232579000001,18.0,25.806975801
idu_white_female,4.582575695,14.38749457,18.841443680999998,27.349588662
idu_white_male,4.6904157598000005,14.38749457,19.261360284000002,27.239676944
msm_black_male,3.1622776602,12.727922061,18.138357147,26.115129714000002
msm_hisp_male,4.0,12.845232579000001,18.0,25.806975801
msm_white_male,4.6904157598000005,14.38749457,19.261360284000002,27.239676944
