(Intercept),time_out_of_naaccord,sqrtcd4_exit
0.014439845068872524,-0.0017253773821925826,-5.008171174203544e-4
-0.0017253773821925826,0.0010122154897649327,-1.1097993953183962e-5
-5.008171174203544e-4,-1.1097993953183962e-5,2.6040308755264602e-5
