group,term,estimate,conf_high,conf_low
het_black_female,mu1,31.930436146813914,34.74027389139907,29.120598402228758
het_black_female,mu2,44.75049457316936,47.000809185126926,42.5001799612118
het_black_female,sigma1,5.367422664058586,7.522328290646398,3.212517037470774
het_black_female,sigma2,9.730804187934705,10.563471861121899,8.898136514747511
het_black_female,lambda1,0.12321527673731009,0.29605703077676904,-0.04962647730214889
idu_black_male,mu1,34.53102707664164,40.00184643135023,29.060207721933054
idu_black_male,mu2,53.7388792075961,53.99470847425089,53.48304994094131
idu_black_male,sigma1,5.963828037311658,8.326338926485455,3.601317148137861
idu_black_male,sigma2,6.394175343620108,6.586891869256229,6.201458817983987
idu_black_male,lambda1,0.022018125961868487,0.0478852220520804,-0.0038489701283434263
idu_hisp_male,mu1,36.20262633148449,39.22029610001695,33.184956562952024
idu_hisp_male,mu2,52.77114120940935,53.73732965896753,51.80495275985117
idu_hisp_male,sigma1,5.075644326442517,6.576605845257317,3.574682807627717
idu_hisp_male,sigma2,6.554422593206007,7.160520828738941,5.948324357673073
idu_hisp_male,lambda1,0.14627394563356033,0.22904651808180654,0.063501373185314125
msm_black_male,mu1,25.90157466563675,26.464123160383334,25.33902617089017
msm_black_male,mu2,44.15102821208629,44.692193789953876,43.6098626342187
msm_black_male,sigma1,3.36447304669819,3.8240228991690066,2.9049231942273734
msm_black_male,sigma2,8.995675326063536,9.380883107409641,8.61046754471743
msm_black_male,lambda1,0.14282759687302246,0.16864183157455018,0.11701336217149474
idu_white_male,mu1,27.456577651446608,30.38779465167344,24.525360651219778
idu_white_male,mu2,49.398451154999975,49.7549414890924,49.04196082090755
idu_white_male,sigma1,3.2020609761615773,5.042781457195995,1.3613404951271604
idu_white_male,sigma2,8.269507648359733,8.552906529777438,7.986108766942028
idu_white_male,lambda1,0.015177729811147372,0.02954869465481112,8.067649674836259e-4
het_hisp_female,mu1,32.32390604609915,35.40763020959519,29.240181882603103
het_hisp_female,mu2,45.710917802110934,49.09506388617401,42.32677171804786
het_hisp_female,sigma1,5.06763772670709,7.358895341250703,2.7763801121634764
het_hisp_female,sigma2,9.525645810720798,10.958509368132004,8.092782253309592
het_hisp_female,lambda1,0.1893213556593371,0.4114073664940017,-0.032764655175327506
het_black_male,mu1,46.122316598561355,46.97354960512512,45.27108359199759
het_black_male,mu2,47.272914810074944,48.130146972049154,46.415682648100734
het_black_male,sigma1,6.065526756493268,7.391805208432974,4.739248304553563
het_black_male,sigma2,11.387065000201018,12.404407854522082,10.369722145879953
het_black_male,lambda1,0.39794656975846054,0.5881096781113142,0.20778346140560686
het_hisp_male,mu1,40.17377416679762,42.86672805281917,37.48082028077607
het_hisp_male,mu2,53.13123458201475,63.071502793814666,43.19096637021483
het_hisp_male,sigma1,7.944128266504731,9.559442311005375,6.3288142220040875
het_hisp_male,sigma2,10.330379258822656,13.66522451063187,6.995534007013442
het_hisp_male,lambda1,0.6553128889644627,0.9876332381365085,0.3229925397924169
msm_hisp_male,mu1,40.7755980757064,41.36699800647601,40.184198144936786
msm_hisp_male,mu2,65.22083207209378,77.86030463549208,52.581359508695485
msm_hisp_male,sigma1,8.734919022730375,9.16217526375972,8.307662781701032
msm_hisp_male,sigma2,9.291667607656649,14.39317448194424,4.190160733369059
msm_hisp_male,lambda1,0.9735304698621056,1.0327372400878403,0.9143236996363707
idu_black_female,mu1,47.810425348459944,52.07864277105762,43.542207925862265
idu_black_female,mu2,53.12674485899441,55.12338266770743,51.13010705028138
idu_black_female,sigma1,7.21453818155887,8.624763187203232,5.804313175914508
idu_black_female,sigma2,3.6621790404101184,5.660484411317294,1.6638736695029428
idu_black_female,lambda1,0.7403843676428512,1.100283590557954,0.3804851447277484
msm_white_male,mu1,46.315885802446374,46.784299842753036,45.84747176213971
msm_white_male,mu2,46.89436451953732,47.1387099108847,46.65001912818994
msm_white_male,sigma1,3.4908030616041335,4.111574650514228,2.870031472694039
msm_white_male,sigma2,10.29963358150603,10.536493617949068,10.06277354506299
msm_white_male,lambda1,0.1587424265233416,0.19874457021213604,0.11874028283454718
het_white_male,mu1,47.14898569473001,49.16000344498758,45.137967944472436
het_white_male,mu2,49.449389732099704,52.538311266347954,46.36046819785145
het_white_male,sigma1,4.271386163773673,6.8840551737139934,1.6587171538333534
het_white_male,sigma2,10.855928076738387,12.293793229611353,9.41806292386542
het_white_male,lambda1,0.19281631364603802,0.4268281442984665,-0.041195517006390486
idu_hisp_female,mu1,29.491291350452876,34.016214379994786,24.966368320910966
idu_hisp_female,mu2,49.46569262787034,51.10584096126647,47.825544294474206
idu_hisp_female,sigma1,2.325890008525525,4.699854366587942,-0.048074349536892935
idu_hisp_female,sigma2,6.979733789175499,8.161512408638496,5.797955169712501
idu_hisp_female,lambda1,0.05162940225537906,0.1543928324289249,-0.05113402791816677
het_white_female,mu1,42.5029624330198,45.27486526149197,39.73105960454764
het_white_female,mu2,53.78086368599533,68.34661248152915,39.2151148904615
het_white_female,sigma1,8.579715635547524,10.257771292086215,6.901659979008833
het_white_female,sigma2,10.475542153449029,15.432552513611409,5.518531793286649
het_white_female,lambda1,0.7800453067528444,1.134131587318877,0.4259590261868117
idu_white_female,mu1,33.87420156007174,40.48552142042319,27.26288169972029
idu_white_female,mu2,46.62213157052549,51.051011746955844,42.193251394095135
idu_white_female,sigma1,4.599233552049857,7.966459099174871,1.2320080049248436
idu_white_female,sigma2,7.820787586442731,9.697073247920372,5.94450192496509
idu_white_female,lambda1,0.12630155456094322,0.49034464542255457,-0.23774153630066813
